Sodium	Na	11	22.98977	968	370.87	1156.15	Solid	370.87	1156	20700000	2573	2.6	97.7	\N	705	\N	\N	140	7.1e-05	927	2.375e-05	690000	5e+05	\N	6.3e+09	3.3e+09	1e+10	\N	\N	3200	1	0.93	52.8	388.15	277.15	4.3	1428	EU231-132-9	3	3	2	\N	Natrium	s	1	3	[Ne]3s23p4	Silver	\N	CAS7440-23-5	CID923	Gmelin563	\N	Conductor	2.1e+07	4.7e-08	\N	Paramagnetic	\N	6.4e-09	1.47e-10	6.2e-06	0.002	0.004	0.55	2.3	1.1	0.14	1.9e-10	1.54e-10	2.27e-10	Im_\n3m	229	Inf	Inf	\N	2S1/2	0.53	0.0007	3	1	88a3e8e6-e907-4f4c-9490-93a2bab56958
Magnesium	Mg	12	24.305	1738	923.15	1363.15	Solid	923	1363	\N	\N	8.7	128	-668	130	\N	\N	160	8.2e-06	1584	1.3984e-05	2.6e+08	2500000	\N	4.5e+10	1.7e+10	4.5e+10	0.29	\N	4602	2	1.31	0	745.15	773.15	4.1	2950	EU231-104-6	1	0	1	RTECSRN1100000	\N	s	2	3	[Xe]4f145d66s2	Silver	\N	CAS7439-95-4	CID888	Gmelin16207	NSC529832	Conductor	2.3e+07	4.4e-08	\N	Paramagnetic	\N	6.9e-09	1.68e-10	1.2e-05	0.06	0.07	12	2.9	0.13	0.027	1.45e-10	1.3e-10	1.73e-10	P63/mmc	194	Inf	Inf	\N	1S0	0.063	0.0001	3	2	670505b5-eb3c-4bce-8fd3-85bdc05904ea
Aluminum	Al	13	26.981538	2700	933.47	2792.15	Solid	933.47	2792	16000000	\N	10.7	293	\N	757	\N	\N	235	2.31e-05	2375	9.99e-06	2.45e+08	2750000	1.67e+08	7.6e+10	2.6e+10	7e+10	0.35	\N	5100	3	1.61	42.5	673.15	918.15	4.3	1396	EU231-072-3	1	0	1	RTECSTS6460000	Aluminium	p	13	3	[Ar]4s1	Silver	\N	CAS7429-90-5	CID5359268	Gmelin16248	\N	Conductor	3.8e+07	2.6e-08	1.175	Paramagnetic	\N	7.8e-09	2.1e-10	2.11e-05	0.005	0.006	0.91	8.1	5e-07	9e-05	1.18e-10	1.18e-10	\N	Fm_\n3m	225	Inf	Inf	\N	2P1/2	0.233	0.03	3	13	07841e79-d082-4276-bb19-46271dc8d4e6
Silicon	Si	14	28.0855	2330	1687.15	3173.15	Solid	1687	3173	\N	\N	50.2	359	-9055	129.1	\N	\N	150	2.6e-06	2570	1.2054e-05	\N	6500000	\N	1e+11	\N	4.7e+10	\N	\N	2200	4	1.9	133.6	423.15	\N	4.1	1346	EU231-130-8	0	1	0	RTECSMD5070000	\N	p	14	3	[Xe]4f145d106s1	Gray	\N	CAS7440-21-3	CID5461123	Gmelin61188	\N	Semiconductor	1000	0.001	\N	Diamagnetic	\N	-1.6e-09	-4.49e-11	-3.73e-06	0.07	0.09	14	27	0.0001	0.026	1.11e-10	1.11e-10	2.1e-10	Fd_\n3m	227	Inf	Inf	\N	3P0	171	0.0002	3	14	0758d585-ebf4-41d5-b65d-ff316c12abc3
Phosphorus	P	15	30.973761	1823	317.35	553.65	Solid	317.3	553.6	\N	\N	0.64	12.4	\N	520	\N	\N	0.236	\N	\N	1.6991e-05	\N	\N	\N	1.1e+10	\N	\N	\N	1.001212	\N	5	2.19	72	573.15	303.15	4.2	2447	EU231-768-7	4	4	2	RTECSXR1700000	\N	p	15	3	[Ar]3d24s2	Colorless	\N	CAS7723-14-0	CID5462309	Gmelin8863	\N	Conductor	1e+07	1e-07	\N	Diamagnetic	\N	-1.13e-08	-3.5e-10	-2.06e-05	0.0007	0.0007	0.11	0.099	7e-06	1.1	9.8e-11	1.06e-10	1.8e-10	P-1	2	Inf	Inf	\N	4S3/2	0.18	0.0002	3	15	f282583f-ca69-45a0-8632-c0435c73e763
Sulfur	S	16	32.065	1960	388.36	717.87	Solid	388.36	717.87	\N	1314	1.73	9.8	\N	127	\N	\N	0.205	\N	1819	1.636e-05	\N	2e+06	\N	7.7e+09	\N	\N	\N	1.001111	\N	6	2.58	200	\N	\N	\N	\N	\N	\N	\N	\N	RTECSOF7525000	Sulphur	p	16	3	[Xe]4f145d106s26p2	Yellow	\N	CAS7704-34-9	\N	\N	\N	Insulator	1e-15	1e+15	\N	Diamagnetic	\N	-6.2e-09	-1.99e-10	-1.22e-05	0.05	0.04	4	0.042	0.093	0.2	8.8e-11	1.02e-10	1.8e-10	Fddd	70	Inf	Inf	\N	3P2	0.52	0.00055	3	16	2d00d64c-ad29-4012-a6ad-5545d266a835
Chlorine	Cl	17	35.453	3.214	171.65	239.11	Gas	171.6	239.11	\N	416.9	3.2	10.2	\N	479	7/5	\N	0.0089	\N	\N	0.011031	\N	\N	\N	1.1e+09	\N	\N	\N	1.000773	206	5	3.16	349	\N	\N	\N	\N	\N	\N	\N	\N	RTECSOO9275000	\N	p	17	3	[Ar]3d54s2	Yellow	Diatomic	CAS7782-50-5	CID24526	\N	\N	Insulator	0.01	100	\N	Diamagnetic	\N	-7.2e-09	-2.55e-10	-2.31e-08	0.0001	0.0008	0.037	0.017	2	0.12	7.9e-11	9.9e-11	1.75e-10	Cmca	64	Inf	Inf	\N	2P3/2	35.3	0.033	3	17	a38d944e-3f99-4a14-b7d0-867658ebd7b9
Argon	Ar	18	39.948	1.784	83.85	87.35	Gas	83.8	87.3	\N	150.87	1.18	6.5	\N	\N	5/3	\N	0.01772	\N	\N	0.022392	\N	\N	\N	\N	\N	\N	\N	1.000281	319	0	\N	0	\N	\N	2.2	1951	EU231-147-0	\N	\N	\N	\N	\N	p	18	3	[Xe]4f145d106s26p5	Colorless	Monoatomic	CAS7440-37-1	CID23968	Gmelin821	\N	\N	\N	\N	\N	Diamagnetic	\N	-6e-09	-2.4e-10	-1.07e-08	0.02	0.007	\N	0.00015	4.5e-05	\N	7.1e-11	9.7e-11	1.88e-10	Fm_\n3m	225	Inf	Inf	\N	1S0	0.65	0.0006	3	18	87b80230-62b8-4c7e-b17d-36531ec9be0a
Potassium	K	19	39.0983	856	336.53	1032.15	Solid	336.53	1032	\N	2223	2.33	76.9	-182	445	\N	\N	100	\N	828	4.568e-05	363000	4e+05	\N	3.1e+09	1.3e+09	\N	\N	\N	2000	1	0.82	48.4	713.15	\N	4.3	2257	EU231-119-8	3	3	2	RTECSQR5950000	Kalium	s	1	4	[Ar]3d84s2	Silver	\N	CAS7440-09-7	CID813	Gmelin15203	\N	Conductor	1.4e+07	7e-08	\N	\N	\N	6.7e-09	2.62e-10	5.74e-06	0.0003	0.0004	0.07	1.5	0.042	0.2	2.43e-10	1.96e-10	2.75e-10	Im_\n3m	229	Inf	Inf	\N	2S1/2	2.1	0.0018	4	1	36abd342-d901-4d66-8b60-9eb1b280c38e
Calcium	Ca	20	40.078	1550	1115.15	1757.15	Solid	1115	1757	\N	\N	8.54	155	-990	92	\N	\N	200	2.23e-05	1378	2.5857e-05	1.67e+08	1750000	\N	1.7e+10	7.4e+09	2e+10	0.31	\N	3810	2	1	2.37	\N	\N	4.2	1855	EU231-179-5	1	3	2	\N	\N	s	2	4	[Rn]7s2	Silver	\N	CAS7440-70-2	CID271	Gmelin16277	\N	Conductor	2.9e+07	3.4e-08	\N	Paramagnetic	\N	1.38e-08	5.531e-10	2.139e-05	0.007	0.007	1.1	5	0.00042	1.4	1.94e-10	1.74e-10	\N	Fm_\n3m	225	Inf	Inf	\N	1S0	0.43	0.00037	4	2	dd3d316f-4515-41f2-84fb-ffeaff47f1d9
Scandium	Sc	21	44.95591	2985	1814.15	3103.15	Solid	1814	3103	\N	\N	16	318	\N	371	\N	\N	16	1.02e-05	2800	1.5061e-05	7.5e+08	\N	\N	5.7e+10	2.9e+10	7.4e+10	0.28	\N	\N	3	1.36	18.1	\N	\N	4.1	3089	EU231-129-2	\N	\N	\N	RTECSLW8600000	\N	d	3	4	[Ar]3d104s24p1	Silver	\N	CAS7440-20-2	CID23952	Gmelin16304	\N	Conductor	1800000	5.5e-07	0.05	\N	\N	8.8e-08	3.956e-09	0.0002627	3e-06	4e-06	0.00064	0.0026	1.5e-10	\N	1.84e-10	1.44e-10	\N	P63/mmc	194	Inf	Inf	\N	2D3/2	27.2	0.025	4	3	1198373c-e861-4078-9173-5a5e4f4f28d5
Titanium	Ti	22	47.867	4507	1941.15	3560.15	Solid	1941	3560	\N	\N	18.7	425	\N	99.1	\N	\N	22	8.6e-06	4110	1.0621e-05	7.16e+08	6e+06	9.7e+08	1.1e+11	4.4e+10	1.16e+11	0.32	\N	4140	4	1.54	7.6	523.15	\N	4.2	2546	EU231-142-3	1	1	2	\N	\N	d	4	4	[Rn]5f26d17s2	Silver	\N	CAS7440-32-6	CID114942	Gmelin16313	\N	Conductor	2500000	4e-07	0.4	Paramagnetic	\N	4.01e-08	1.919e-09	0.0001807	0.0003	0.0004	0.054	0.66	1e-07	\N	1.76e-10	1.36e-10	\N	P63/mmc	194	Inf	Inf	\N	3F2	6.1	0.0044	4	4	9f2168df-33e8-4ae9-b3ed-1a1285025798
Vanadium	V	23	50.9415	6110	2183.15	3680.15	Solid	2183	3680	27200000	\N	22.8	453	\N	321.2	\N	\N	31	8.4e-06	5500	8.3374e-06	6.28e+08	7e+06	6.28e+08	1.6e+11	4.7e+10	1.28e+11	0.37	\N	4560	5	1.63	50.6	\N	\N	4.1	3089	EU231-171-1	1	2	0	RTECSVS7700000	\N	d	5	4	[Ar]3d104s24p4	Silver	\N	CAS7440-62-2	CID23990	Gmelin49047	\N	Conductor	5e+06	2e-07	5.4	\N	\N	6.28e-08	3.199e-09	0.0003837	0.0001	4e-05	0.0061	0.019	1.5e-07	3e-06	1.71e-10	1.25e-10	\N	Im_\n3m	229	Inf	Inf	\N	4F3/2	5.06	0.0033	4	5	cff1b010-b7a2-4b8d-bdeb-dfdbd6bce45d
Chromium	Cr	24	51.9961	7140	2180.15	2944.15	Solid	2180	2944	\N	\N	20.5	339	\N	\N	\N	393	94	4.9e-06	6300	7.2824e-06	1.12e+09	8500000	1.06e+09	1.6e+11	1.15e+11	2.79e+11	0.21	\N	5940	6	1.66	64.3	673.15	\N	4.1	3089	EU231-157-5	1	2	1	\N	\N	d	6	4	[Rn]5f67s2	Silver	\N	CAS7440-47-3	CID23976	Gmelin16274	\N	Conductor	7900000	1.3e-07	\N	Antiferromagnetic	\N	4.45e-08	2.314e-09	0.0003177	0.0015	0.002	0.3	0.014	6e-08	3e-06	1.66e-10	1.27e-10	\N	Im_\n3m	229	Inf	Inf	\N	7S3	3.1	0.0021	4	6	e1982d50-274e-4405-83d2-cee8cbb7b908
Manganese	Mn	25	54.938049	7470	1519.15	2334.15	Solid	1519	2334	16000000	\N	13.2	220	\N	364	\N	100	7.8	2.17e-05	5950	7.3545e-06	1.96e+08	6e+06	\N	1.2e+11	\N	1.98e+11	\N	\N	5150	4	1.55	0	\N	\N	4.1	3089	EU231-105-1	\N	\N	\N	RTECSVL8500000	\N	d	7	4	[Kr]5s1	Silver	\N	CAS7439-96-5	CID27854	Gmelin699	\N	Conductor	620000	1.6e-06	\N	Paramagnetic	\N	1.21e-07	6.6475e-09	0.00090387	0.0008	0.001	0.27	0.11	2e-07	2e-05	1.61e-10	1.39e-10	\N	I_\n43m	217	Inf	Inf	\N	6S5/2	13.3	0.0083	4	7	311af5fd-b8f2-4a6a-88b6-984c101b7e51
Iron	Fe	26	55.845	7874	1811.15	3134.15	Solid	1811	3134	\N	\N	13.8	347	\N	\N	\N	\N	80	1.18e-05	6980	7.0923e-06	4.9e+08	4e+06	6.08e+08	1.7e+11	8.2e+10	2.11e+11	0.29	\N	4910	3	1.83	15.7	373.15	\N	4.1	3089	EU231-096-4	1	1	0	\N	Ferrum	d	8	4	[Rn]5f97s2	Gray	\N	CAS7439-89-6	CID23925	Gmelin6845	\N	Conductor	1e+07	9.7e-08	\N	Ferromagnetic	1043	\N	\N	\N	0.11	0.1	22	6.3	3e-07	0.006	1.56e-10	1.25e-10	\N	Im_\n3m	229	Inf	Inf	\N	5D4	2.56	0.0015	4	8	9deab356-ee8e-4439-9c4d-da178a58c4ed
Cobalt	Co	27	58.9332	8900	1768.15	3200.15	Solid	1768	3200	\N	\N	16.2	375	\N	278	\N	\N	100	1.3e-05	7750	6.62e-06	7e+08	5e+06	1.043e+09	1.8e+11	7.5e+10	2.09e+11	0.31	\N	4720	4	1.88	63.7	\N	\N	4.1	3089	EU231-158-0	\N	\N	\N	RTECSZH7070000	\N	d	9	4	[Kr]4d25s2	Gray	\N	CAS7440-48-4	CID104730	Gmelin49017	\N	Conductor	1.7e+07	6e-08	\N	Ferromagnetic	1394	\N	\N	\N	0.0003	0.0004	0.059	0.003	8e-09	2e-06	1.52e-10	1.26e-10	\N	P63/mmc	194	Inf	Inf	\N	4F9/2	37.2	0.021	4	9	d21aacda-3cf1-4da7-9564-fc2f6b49cd1d
Nickel	Ni	28	58.6934	8908	1728.15	3186.15	Solid	1728	3186	\N	\N	17.2	378	\N	\N	\N	\N	91	1.34e-05	7810	6.5888e-06	7e+08	4e+06	6.38e+08	1.8e+11	7.6e+10	2e+11	0.31	\N	4970	2	1.91	112	\N	\N	4.1	3089	EU231-111-4	4	2	1	\N	\N	d	10	4	[Rn]5f127s2	Gray	\N	CAS7440-02-0	CID934	Gmelin16229	\N	Conductor	1.4e+07	7e-08	\N	Ferromagnetic	631	\N	\N	\N	0.006	0.008	1.3	0.0089	2e-07	1e-05	1.49e-10	1.21e-10	1.63e-10	Fm_\n3m	225	Inf	Inf	\N	3F4	37.2	0.0026	4	10	57f2d1f0-4925-4228-8a8b-88e477d4af06
Copper	Cu	29	63.546	8920	1357.77	3200.15	Solid	1357.77	3200	\N	\N	13.1	300	\N	63	\N	\N	400	1.65e-05	8020	7.124e-06	8.74e+08	3e+06	3.69e+08	1.4e+11	4.8e+10	1.3e+11	0.34	\N	3570	2	1.9	118.4	\N	\N	4.1	3089	EU231-159-6	1	1	0	\N	Cuprum	d	11	4	[Kr]4d55s2	Copper	\N	CAS7440-50-8	CID27099	Gmelin16269	\N	Conductor	5.9e+07	1.7e-08	\N	Diamagnetic	\N	-1.08e-09	-6.86e-11	-9.63e-06	6e-06	7e-05	0.011	0.0068	3e-07	0.0001	1.45e-10	1.38e-10	1.4e-10	Fm_\n3m	225	Inf	Inf	\N	2S1/2	3.78	0.0021	4	11	95e91f38-abea-48f4-a697-5e569e27f39f
Zinc	Zn	30	65.409	7140	692.68	1180.15	Solid	692.68	1180	\N	\N	7.35	119	\N	\N	\N	\N	120	3.02e-05	6570	9.161e-06	4.12e+08	2500000	\N	7e+10	4.3e+10	1.08e+11	0.25	1.00205	3700	2	1.65	0	733.15	\N	4.3	1436	EU231-175-3	0	2	0	\N	\N	d	12	4	[Rn]5f147s27p1	SlateGray	\N	CAS7440-66-6	CID23994	Gmelin16321	\N	Conductor	1.7e+07	5.9e-08	0.85	Diamagnetic	\N	-2.21e-09	-1.45e-10	-1.58e-05	3e-05	0.0002	0.018	0.0078	5e-07	0.0033	1.42e-10	1.31e-10	1.39e-10	P63/mmc	194	Inf	Inf	\N	1S0	1.1	0.00055	4	12	30788799-62bf-4b28-9127-72fdeef892c8
Gallium	Ga	31	69.723	5904	302.91	2477.15	Solid	302.91	2477	\N	\N	5.59	256	\N	240	\N	\N	29	0.00012	6095	1.1809e-05	6e+07	1500000	\N	\N	\N	\N	\N	\N	2740	3	1.81	28.9	\N	\N	8	2803	EU231-163-8	0	1	0	RTECSRT3480500	\N	p	13	4	[Kr]4d10	Silver	\N	CAS7440-55-3	CID5360835	Gmelin16287	\N	Conductor	7100000	1.4e-07	1.083	Diamagnetic	\N	-3e-09	-2.09e-10	-1.77e-05	1e-06	4e-06	0.00076	0.0019	3e-09	\N	1.36e-10	1.26e-10	1.87e-10	Cmca	64	Inf	Inf	\N	2P1/2	2.9	0.0015	4	13	55a6c12d-98bc-4820-b9f1-9b4c9b20dcf0
Germanium	Ge	32	72.64	5323	1211.45	3093.15	Solid	1211.4	3093	\N	\N	31.8	334	-536	\N	\N	\N	60	6e-06	5600	1.3646e-05	\N	6e+06	\N	\N	\N	\N	\N	\N	5400	4	2.01	119	\N	\N	4.1	3089	EU231-164-3	0	1	0	\N	\N	p	14	4	[Rn]5f146d47s2	Gray	\N	CAS7440-56-4	CID6326954	Gmelin93634	\N	Semiconductor	2000	5e-04	\N	Diamagnetic	\N	-1.5e-09	-1.09e-10	-7.98e-06	2e-05	2e-05	0.0021	0.00014	6e-09	\N	1.25e-10	1.22e-10	\N	Fm_\n3m	225	Inf	Inf	\N	3P0	2.2	0.0011	4	14	8b024840-c137-4a33-b000-605d393ab7b7
Arsenic	As	33	74.9216	5727	1090.15	887.15	Solid	1090	887	\N	\N	27.7	32.4	\N	233	\N	\N	50	\N	5220	1.3082e-05	1.44e+09	3500000	\N	2.2e+10	\N	8e+09	\N	1.001552	\N	5	2.18	78	\N	\N	6.1	1558	EU231-148-6	2	3	\N	RTECSNL1050000	\N	p	15	4	[Kr]4d105s25p1	Silver	\N	CAS7440-38-2	CID5359596	Gmelin16247	\N	Conductor	3300000	3e-07	\N	Diamagnetic	\N	-3.9e-09	-2.92e-10	-2.23e-05	8e-07	\N	0.00018	0.00021	2.3e-07	5e-06	1.14e-10	1.19e-10	1.85e-10	R_\n3m	166	Inf	Inf	\N	4S3/2	4.3	0.002	4	15	d1cee63a-4ad3-49e7-ac28-a78a524567b7
Selenium	Se	34	78.96	4819	494.15	958.15	Solid	494	958	\N	1766	5.4	26	\N	\N	\N	\N	0.52	\N	3990	1.6385e-05	7.36e+08	2e+06	\N	8.3e+09	3.7e+09	1e+10	0.33	1.000895	3350	6	2.55	195	\N	\N	6.1	2658	EU231-957-4	0	2	0	\N	\N	p	16	4	[Rn]5f146d77s2	Gray	\N	CAS7782-49-2	CID107674	Gmelin8872	NSC605850	\N	\N	\N	\N	Diamagnetic	\N	-4e-09	-3.16e-10	-1.93e-05	3e-06	\N	0.0013	5e-06	4.5e-08	5e-06	1.03e-10	1.16e-10	1.9e-10	P121/c1	14	Inf	Inf	\N	3P2	11.7	0.0056	4	16	fc9c3f6f-f056-480e-a088-894279ed6724
Bromine	Br	35	79.904	3120	265.85	332.15	Liquid	265.8	332	\N	588	5.8	14.8	\N	201	\N	\N	0.12	\N	3120	2.561e-05	\N	\N	\N	1.9e+09	\N	\N	\N	1.001132	\N	7	2.96	324.6	\N	255.15	8	1744	EU231-778-1	0	3	0	RTECSWY2625000	\N	p	17	4	[Kr]4d105s25p4	Red	\N	CAS7726-95-6	CID24408	Gmelin1182	\N	Insulator	1e-10	1e+10	\N	Diamagnetic	\N	-4.9e-09	-3.92e-10	-1.53e-05	7e-07	\N	0.00012	0.0003	0.0067	0.00029	9.4e-11	1.14e-10	1.85e-10	Cmca	64	Inf	Inf	\N	2P3/2	6.8	0.002	4	17	74ae62d9-f81e-466b-b55b-14221fe8518d
Krypton	Kr	36	83.798	3.75	115.79	119.93	Gas	115.79	119.93	\N	209.41	1.64	9.02	\N	\N	5/3	\N	0.00943	\N	\N	0.02235	\N	\N	\N	\N	\N	\N	\N	1.000427	1120	2	3	0	\N	\N	2.2	1970	EU231-098-5	\N	\N	\N	\N	\N	p	18	4	[Rn]5f146d107s2	Colorless	Monoatomic	CAS7439-90-9	CID5416	Gmelin16201	\N	\N	\N	\N	\N	Diamagnetic	\N	-4.4e-09	-3.69e-10	-1.65e-08	4e-06	\N	\N	1.5e-08	2.1e-08	\N	8.8e-11	1.1e-10	2.02e-10	Fm_\n3m	225	Inf	Inf	\N	1S0	25	0.013	4	18	31d19dd9-f923-4ee8-a963-7d956479137a
Rubidium	Rb	37	85.4678	1532	312.46	961.15	Solid	312.46	961	9400000	2093	2.19	72	\N	242	\N	\N	58	\N	1460	5.5788e-05	216000	3e+05	\N	2.5e+09	\N	2.4e+09	\N	\N	1300	1	0.82	46.9	\N	\N	4.3	1423	EU231-126-6	3	2	\N	RTECSFK9225000	\N	s	1	5	[Xe]6s1	Silver	\N	CAS7440-17-7	CID5357696	Gmelin16244	\N	Conductor	8300000	1.2e-07	\N	\N	\N	2.6e-09	2.22e-10	3.98e-06	1e-06	3e-06	0.00032	0.006	1.2e-05	0.00046	2.65e-10	2.11e-10	\N	Im_\n3m	229	Inf	Inf	\N	2S1/2	0.38	0.0003	5	1	34251e4d-1857-43f3-85bf-f6ec14934cad
